ts	p	f	e	r	c	l	ec	ep	infap	infaf	infbp	infbf	noInf	app	apf	ppp	ppf	psp	psf	ssp	ssf	tppp	tppf	prp	prf	pprtp	pprtf	shortIntrans	noOo	sepOo	separationAtP	separationAtF	diacExcept	a
1568407701976	بېوقوف	bewuqóof, bewUqóof	stupid, dumb, idiot, lacking understanding, senseless	4	adj.																													2
1527817872	بیدار	baydáar	alert, awake, aware, wakeful	4	adj.																													3
1690458826515	بین المللي	bayn Ulmilalée, bayn Ulmalalée	international	3	adj.																													2
1527816647	بیروني	bayroonée	foreigner, foreign	3	adj.																													2
1527817581	بېزار	bezáar	fed up, tired of, repulsed by, dissatisfied, disgusted, done with	4	adj.																													2
1716305025145	بېزاره	bezáara	fed up, tired of, repulsed by, dissatisfied, disgusted, done with	4	adj.																													2
1527811240	بهتر	bihtár	better	4	adj.																													3
1574786888061	بلرغو	blarghóo, balarghó	not in agreement, disagreeing, not united	3	adj.																													2
1527815055	بوږنوړی	boGnwáRay, boGnóRay	terrible	3	adj.																													2
1527820949	بود	bood	bright, clever, quick-witted, quick-wittedness	3	adj.																													2
1624364830896	بوځ	boodz, bodz	angry, infuriated, insulted; sticking out, pricked up	2	adj.																													2
1675145310063	بوږنوونکی	booGnawóonkay	disturbing, frightening, extremely distressing		adj.																													2
1577302468548	بوک	book	overturned, toppled over, knocked over	4	adj.																													2
1527813081	بوم	boom, bom	slack, lazy (of will power)	3	adj.																													2
1582315979482	بومي	boomée, bomée	local, indigenous	2	adj.																													2
1527814210	بونیا	boonyáa	familiar, customary, common, acquaintance, knowledge, familiarity	2	adj.																													2
1672305876339	بوسه	boosá, bosá	inflated, puffed up, pudgy		adj.																													2
1527818788	بوټ	booT, boT	angry, upset, grumpy, sullen	3	adj.																													2
1624364849352	بوڅ	boots	angry, infuriated, insulted; sticking out, pricked up	4	adj.																													2
1586598468552	بوی کښ	booy kax	greedy, envious	3	adj.																													2
1527811542	بویناک	booynáak	smelly, foul smelling, stinky, fragrant	4	adj.																													2
1527813700	برالبه	bráalba	pregnant	3	adj.																													2
1527822811	برګ	brag, barg	multi-coloured, bicoloured; spotted; furious, angry, raging	4	adj.																													2
1594372226979	برېتور	bretawár	moustached (person)	4	adj.																													2
1527811288	برېښنایي	brexnaayée	electric, electronic	4	adj.																													2
1527819509	برتانوي	britaanawée, bartaanawée	British	4	adj.																													2
1527821262	بډ	buD	clear, having on arm, one-armed	4	adj.																													2
1527812511	بد	bud, bad	bad	4	adj.																													3
1576951682524	بدي دار	budee dáar, badee dáar	having emnity with someone, being in a feud	4	adj.																													2
1527811684	بږنوونکی	bUGnawóonkay	disturbing, frightening, extremely distressing	3	adj.																													2
1577302628682	بک	buk, bUk	bent over, arched, hunchbacked	4	adj.																													2
1527812515	بل	bul	other, another, next	4	det.																													3
1527816939	بنسټیز	bunsuTéez	foundational, fundamental	3	adj.																													2
1527811704	بنیادي	bUnyaadée	basic, foundational, essential	3	adj.																													3
1527812518	برابر	baraabúr, buraabúr	equal, even, all good	4	adj.																													3
1566473865582	بري	burée	acquitted, relieved of charges	4	adj.																													2
1527811511	بشپړ	búshpuR	complete, total, full, exhaustive, fulfilled, finished, utmost, superior, mature	4	adj.																													2
1527811768	بزرګ	buzúrg, bUzÚrg, bUzúrg	large, big, elder, mighty	4	adj.																													3
1527821562	چابک	chaabúk	quick, fast, rapid; whip	3	adj. / n. m.																													3
1527811692	چاغ	chaagh	fat, obese, healthy, fleshly, overweight	3	adj.																													2
1527819672	چالاک	chaaláak	crafty, sly, tricky; quick, fast, nimble	4	adj.																													3
1527821857	چاڼیز	chaaNéez	combing, sifting (چاڼيز عمليات - combing operations)	3	adj.																													2
1527813820	چاپېریالي	chaaperyaalée	evironmental, ecological	4	adj.																													2
1648402854720	چاړا	chaaRáa	dumb, fool	4	adj.																													2
1690458826804	چاودونکی	chaawdóonkay	explosive, exploding	4	adj.																													
1527812524	چلان	chaláan	started, in motion	4	adj.																													2
1527821923	چمتو	chamtóo	ready, prepared	3	adj.																													2
1527813856	چپ	chap, chup	left (hand, side); contradicting, against, hindering	4	adj.																													2
1577811840227	چپه	chapá	overturned, flipped over, upset	4	adj.																													3
1678795274140	چپي	chapee	over-thrown, turned over		adj.																													
1527816655	چریکي	chareekée	guerrilla	4	adj.																													2
1594128590119	چرمي	charmée	leather	3	adj.																													2
1527823013	چټ	chaT	ruined, spoiled, perished, annihilated	4	adj.																													
1527811230	چټک	chaTák	quick, fast	4	adj.																													3
1527814376	چټل	chaTál	filthy, foul, dirty	4	adj.																													2
1527816595	چټي	chaTée	foolish, stupid, absurd, useless, harmful	4	adj.																													2
1593074248876	چټو	chaTó	empty-headed, firvilous person; useless, spoiled, wasted	4	adj.																													2
1527816562	چوړ	chawR, choR	destroyed, ruined, annihilated	1	adj.																													2
1577813261702	چیچړ	cheecháR, cheechúR	wrinkled, folded; stubborn	4	adj.																													2
1527820085	چینایي	cheenaayée	Chinese	4	adj.																													2
1527823155	چینګ	cheeng	open, gaping (of a mouth/beak)	2	adj.																													2
1576948414202	چینجن	cheenjún	rotten, decayed, worm-eaten	3	adj.																													2
1527822370	چیت پیت	cheet peet	crushed, flattened out, smashed	4	adj. doub.																													2
1576948418235	چنجن	chinjún, chunjún	rotten, decayed, worm-eaten, wormy	4	adj.																													2
1527822563	چټکه دار	chiTka dáar, chuTaka dáar	spotted, dotted (cloth)	4	adj.																													2
1527822429	چوداني	choodaanée	cast iron (attributive)	1	adj.																													2
1577812929583	چوک	chook	cross-eyed, one-eyed	1	adj.																													2
1527819771	چوڼیا	chooNyáa	song-bird, nightingale; violet	2	adj.																													2
1527814592	چوپ	choop	silent, quiet	4	adj.																													3
1714413442691	چوپ کول	choop kawúl	to silence, make quiet	4	v. stat. comp. trans.	1527814592	silence																											3
1732377740534	چوپ کېدل	choop kedúl	to be quiet, go silent		v. stat. comp. intrans.	1527814592	be	quiet																										
1527822667	چوټي	choTée	dishevelled, uncombed	3	adj.																													2
1573656099253	چکور	chukóor	quick, smart, prompt	2	adj.																													2
1577650713084	چپ	chUp	silent, quiet	3	adj.																													3
1527820894	چرتي	chUrtée	pensive, thoughtful; troubled, concerned, worried	4	adj.																													2
1591805719343	چست	chUst, chist	quick, swift, lively, agile	3	adj.																													3
1527812536	ډاډه	DaaDá	assured, secure, confident	4	adj.																													2
1702627738504	ډاډه کېدل	DaaDa kedúl	to be assured, become secure	4	v. stat. comp. intrans.	1527812536																												3
